mission_waypoint_id,role,device,device_type,region,device_order_index,x,y,z,yaw_deg,pitch_deg,roll_deg,target_x,target_y,target_z,source_phase2_viewpoint_id,source_phase2_row_index
149,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-36.7000,-126.7000,84.3000,-90.00,0.00,0.00,-36.7000,-130.9000,84.3000,118,118
150,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-37.5560,-126.3634,84.3000,-99.74,0.00,0.00,-38.3000,-130.7000,84.3000,119,119
151,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-42.1000,-125.5000,84.3000,-90.00,0.00,0.00,-42.1000,-129.5000,84.3000,120,120
152,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-46.6281,-128.1274,84.3000,-22.50,0.00,0.00,-40.9000,-130.5000,84.3000,121,121
153,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-45.7194,-134.4134,84.5000,22.50,0.00,0.00,-41.1000,-132.5000,84.5000,123,123
154,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-38.9665,-138.6889,84.5000,67.50,0.00,0.00,-36.9000,-133.7000,84.5000,124,124
155,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-35.8012,-138.6012,84.1000,45.00,0.00,0.00,-31.7000,-134.5000,84.1000,125,125
156,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-33.9426,-139.1426,84.1000,45.00,0.00,0.00,-29.7000,-134.9000,84.1000,126,126
157,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-26.6039,-138.4433,84.5000,112.50,0.00,0.00,-28.9000,-132.9000,84.5000,127,127
158,inspect_capture,shelf2,shelf,region_shelf2_tube2_shelf3,2,-25.3693,-128.8045,87.5000,-112.50,0.00,0.00,-26.9000,-132.5000,87.5000,128,128
