waypoint_id,x,y,z
231,-43.2488,-133.7620,100.1000
232,-44.0307,-134.1955,99.3000
233,-45.5284,-133.3284,100.1000
234,-46.7000,-130.3000,99.3000
235,-44.0307,-126.4045,99.3000
236,-42.5000,-126.1000,100.1000
237,-46.7976,-117.6257,77.3000
238,-46.2113,-120.0113,77.5000
239,-46.4941,-120.2941,79.3000
240,-41.3961,-123.0433,79.3000
241,-45.7000,-110.5000,77.3000
242,-44.7000,-107.1000,77.3000
243,-44.1000,-102.9000,77.3000
244,-43.8281,-101.6726,77.3000
245,-43.9000,-100.7000,77.3000
246,-43.5976,-99.6257,77.3000
247,-43.1976,-97.4257,77.3000
248,-36.9000,-88.7000,77.3000
249,-28.0917,-90.0917,77.3000
250,-27.2176,-98.2978,77.7000
251,-27.2045,-99.6307,77.5000
252,-28.5872,-102.6508,77.5000
253,-28.3000,-105.7000,77.3000
254,-28.3000,-107.3000,77.5000
255,-29.8176,-110.2978,77.5000
256,-28.7000,-117.7000,77.5000
257,-4.9648,-91.7648,89.9000
258,32.4575,-95.2221,89.3000
259,-1.7000,-81.2000,89.5000
260,-5.0820,-91.8820,89.3000
261,-4.1790,-96.7790,86.3000
262,32.6270,-91.4249,86.3000
263,32.6000,-95.9000,83.3000
264,33.2000,-93.1000,83.3000
265,33.5208,-91.2301,83.3000
266,33.8000,-89.9000,83.3000
267,33.8000,-87.9000,83.3000
268,32.6234,-82.9766,83.3000
269,13.9000,-79.0000,83.3000
270,3.6599,-78.2159,83.3000
271,2.8837,-77.2662,83.3000
272,-5.3966,-80.4718,83.3000
273,-5.8000,-81.5000,83.3000
274,-6.6357,-83.9061,83.3000
275,-7.8072,-85.9472,83.3000
276,-7.9052,-88.2126,83.3000
277,-7.6000,-89.7000,83.5000
278,-7.9421,-93.4958,83.3000
279,-7.9790,-98.7790,83.3000
280,-8.4619,-99.0619,80.7000
281,-7.6000,-90.7000,80.5000
282,-5.7205,-82.6795,80.5000
283,-5.8270,-81.8249,80.5000
284,-3.3305,-77.2695,80.7000
285,11.9866,-79.3866,80.7000
286,19.9648,-80.6352,80.7000
287,20.9052,-81.6126,80.3000
288,24.1000,-82.4000,80.5000
289,33.8291,-85.2299,80.5000
290,32.2000,-95.9000,80.3000
291,31.8575,-98.0221,80.5000
292,33.8270,-88.7751,80.5000
293,33.8000,-88.5000,77.5000
